29.08.2014;русский;[ЦИТИРОВАНИЕ][C] СЕЛЬСКОХОЗЯЙСТВЕННЫЙ РОБОТ С МАШИННЫМ ЗРЕНИЕМ ДЛЯ ЛОКАЛЬНОГО УДАЛЕНИЯ ВРЕДИТЕЛЕЙ. УЧЕНИЧЕСКИЙ   ;http://elibrary.ru/item.asp?id=17358520;Л Арт,;0;0;ём - Физика,  - elibrary.ru;-;-;-;2012;-
29.08.2014;русский;[ЦИТИРОВАНИЕ][C] Краткая постановка задачи;-;А Исаченко, А Ломов,;0;0;;-;-;-;0;-
29.08.2014;русский;[PDF][PDF] ПРОБЛЕМЫ УТИЛИЗАЦИИ ОПАСНЫХ БИОЛОГИЧЕСКИХ ОТХОДОВ ПРИ ПРОИЗВОДСТВЕ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ПРОДУКЦИИ;http://belagromech.basnet.by/publications/scientific_conferences/konf_21_22_oct_2009_tom3.pdf#page=85;АЛ Тимошук, ДА Тетеркин,;0;0; - Редакционная    - belagromech.basnet.by;-;-;-;0;-
29.08.2014;русский;[PDF][PDF] ПРОМЫШЛЕННЫЕ РОБОТЫ;http://osp.mesi.ru/upload/publication_list/2008/6.pdf#page=145;АА Золотухин, НА Заколюкин,;0;0;osp.mesi.ru;-;-;-;0;-
29.08.2014;русский;ТЕНДЕНЦИИ РАЗВИТИЯ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ТЕХНИКИ. ИТОГИ ВЫСТАВКИ В ГАННОВЕРЕ;http://rus.neicon.ru:8080/xmlui/handle/123456789/795;БА Рунов,;0;0;rus.neicon.ru;-;-;-;2011;-
29.08.2014;русский;[DOC][DOC] Самостійна робота;http://ref04.linkoff.org/00006443.doc;НА Юд,;0;0;іна - ref04.linkoff.org;-;-;-;0;-
29.08.2014;русский;[PDF][PDF] АВТОМАТИЗИРОВАННЫЕ СИСТЕМЫ ДОЕНИЯ НА СОВРЕМЕННЫХ ЖИВОТНОВОДЧЕСКИХ КОМПЛЕКСАХ;http://www.mnau.edu.ua/vestnik/visnik_2011-4(63)-tom3.pdf#page=66;АА Музыка, АА Москалев, МП Пучка, МА Пучка,;0;0;ВІСНИК - mnau.edu.ua;-;-;-;0;-
29.08.2014;русский;[HTML][HTML] Отдельные аспекты информационного и продукционного производства в молочном скотоводстве;http://cyberleninka.ru/article/n/otdelnye-aspekty-informatsionnogo-i-produktsionnogo-proizvodstva-v-molochnom-skotovodstve;НМ Овсянкина,;0;0;АА ПРОЗОРОВ - МОЛОЧНОХОЗЯЙСТВЕННЫЙ   ,  - cyberleninka.ru;-;-;-;2013;-
29.08.2014;русский;[PDF][PDF] ПРИРОДНЫЕ И СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЕ ФАКТОРЫ ИННОВАЦИОННОГО РАЗВИТИЯ СЕЛЬСКОГО ХОЗЯЙСТВА;http://artno.ucoz.ru/Izvestija_SGU_26.pdf;АМ Носонов,;0;0;ИЗВЕСТИЯ,  - artno.ucoz.ru;-;-;-;2014;-
29.08.2014;русский;АВТОМАТИЗАЦИЯ ПРОИЗВОДСТВЕННЫХ ПРОЦЕССОВ: ПРОБЛЕМЫ И РЕШЕНИЯ;http://conf.sfu-kras.ru/sites/mn2011/thesis/s4/s4_052.pdf;КС Семейкина,;0;0;Молодёжь и наука: Сборник материалов VII   ,  - conf.sfu-kras.ru;-;-;-;2011;-
