28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка взрывом в металлургии;-;ВМ Кудинов, АЯ Коротеев,;0;0;М.: Металлургия, ;-;-;-;1978;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка взрывом;-;ЮА Конон, ЛБ Первухин, АД Чудновский,;0;0;М.: Машиностроение, ;-;-;-;1987;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка взрывом;-;ВИ Лысак, СВ Кузьмин,;0;0;М.: Машиностроение-1, ;-;-;-;2005;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Физика упрочнения и сварки взрывом;-;АА Дерибас, СС Григорян,;0;0;Изд-во  Наука , Сибирское отд-ние;-;-;-;1980;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка взрывом и свойства сварных соединений;-;ВС Седых, ТУ Волгоград,;0;0;ВолгГ;-;-;-;1995;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Классификация, оценка и связь основных параметров сварки взрывом;-;ВС Седых,;0;0;Сварка взрывом и свойства сварных соединений:   , ;-;-;-;1985;-
28.08.2014;русский;[PDF][PDF] Экспериментально-промышленный комплекс сварки взрывом государственного предприятия  Конструкторское бюро  Южное  им. МК Янгеля ;http://www.khai.edu/csp/nauchportal/Arhiv/AKTT/2007/AKTT1107/Rezniche.pdf;ВИ Резниченко, СН Пахомов,;0;0; -   -космическая техника и   ,  - khai.edu;-;-;-;2007;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Закономерности изменения структуры сварного соединения, полученного сваркой взрывом, с увеличением габаритов на примере титана;-;АА Бердыченко, ЛБ Первухин,;0;0;Сварка взрывом и свойства сварных соединений:  , ;-;-;-;2000;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка взрывом;-;ВС Седых, АА Дерибас, ЕИ Биченков, ЮА Тришин,;0;0;Сварочное производство, ;-;-;-;1962;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка металлов взрывом;-;ИД Захаренко,;0;0;Минск: Навука i тэхнiка, ;-;-;-;1990;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Конструкционная сварка взрывом;-;СА Шестаков, СУ Волгоград,;0;0;ВолгГА;-;-;-;2007;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Основние схемы и параметры сварки взрывом слоистых композиционных материалов;-;ВИ Лысак, СВ Кузьмин,;0;0;Сварка взрывом и свойства сварных соединений:   , ;-;-;-;1998;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка взрывом//Сварка в машиностроении. Под ред. НА Ольшанского;-;ВС Седых,;0;0;М.: Машиностроение, ;-;-;-;1978;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Исследование вязкости металлов при высокоскоростных соударениях;-;СК Годунов, АА Дерибас,;0;0; -   горения и взрыва,  - Наука, Сибирское отд-ние;-;-;-;1971;-
28.08.2014;русский;[КНИГА][B] Проблемы гидродинамики и их математические модели;http://books.google.com/books?hl=ru lr= id=O0n6AgAAQBAJ oi=fnd pg=PA6 dq=%D0%A1%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B2%D0%B7%D1%80%D1%8B%D0%B2%D0%BE%D0%BC ots=qLVmi7aCfQ sig=0klYmumpgzUaXNZJCXZhzKVzUt8;МА Лаврентьев,;0;0;books.google.com;-;-;-;1973;-
28.08.2014;русский;[PDF][PDF] О развитии сдвиговой неустойчивости в металлах;http://www.e-biblioteka.lt/resursai/Uzsienio%20leidiniai/ioffe/ztf/1999/02/ztf_t69v02_08.pdf;ОБ Дреннов,;0;0;Журнал технической физики,  - e-biblioteka.lt;-;-;-;1999;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Биметаллические соединения;-;КЕ Чарухина,;0;0; Металлургия ;-;-;-;1970;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Сварка взрывом: Стихотворения и поэмы;-;ЕА Евтушенко,;0;0;Московский рабочий;-;-;-;1980;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] О роли пластической деформации металла в зоне соединения при сварке взрывом;-;АН Кривенцов, ВС Седых,;0;0;Физика и химия обработки материалов,  - Наука;-;-;-;1969;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Особенности пластического деформирования металла околошовной зоны при сварке взрывом меди с алюминием;-;АП Пеев, СВ Кузьмин, ВИ Лысак,;0;0;Физика и химия обработки материалов, ;-;-;-;2003;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Распределение температуры в околошовной зоне при сварке разнородных металлов взрывом;-;АП Пеев, СВ Кузьмин, ВИ Лысак,;0;0;Автоматическая сварка, ;-;-;-;2004;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Структура и свойства композита из сталей 12Х18Н10Т и 20, полученного сваркой взрывом;http://elibrary.ru/item.asp?id=12882348;СВ Гладковский, ТА Трунина, ЕА Коковихин,;0;0; - Металловедение и   ,  - elibrary.ru;-;-;-;2009;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Расчет энергетического баланса процесса сварки взрывом;-;ВС Седых, АП Соннов,;0;0;Физика и химия обработки материалов, ;-;-;-;1970;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Волнообразование при сварке взрывом;-;СК Годунов, АА Дерибас, НС Козин,;0;0;Журнал прикладной механики и   , ;-;-;-;1971;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Некоторые особенности образования соединения при сварке взрывом листового биметалла;-;ЛЕ Ватник,;0;0;Сварка взрывом и свойства сварных соединений:   , ;-;-;-;1974;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Энергетические условия, обеспечивающие схватывание металлов при сварке взрывом;-;БН Липоватый, АП Седых,;0;0;С BC - Сварка взрывом и свойства сварных соединений  , ;-;-;-;1987;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Тепловые эффекты в зоне соединения при сварке взрывом;-;ИД Захаренко, ТМ Соболенке,;0;0;Физика горения и взрыва, ;-;-;-;1971;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] К определению верхней границы области сварки взрывом;-;ВВ Ефремов, ИД Захаренко,;0;0;Физика горения и взрыва, ;-;-;-;1972;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Зависимость параметров волн при сварке взрывом от фазы разгона метаемой пластины;-;ГЕ Кузьмин, ВА Симонов, ИВ Яковлев,;0;0;Физика горения и взрыва, ;-;-;-;1976;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Соединение металлов в твердой фазе;-;ЭС Каракозов,;0;0; Металлургия ;-;-;-;1976;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Обработка взрывом сварных соединений металлоконструкций;-;ВГ Петушков, ВМ Кудинов, ЮИ Фадеенко,;0;0;Металлургия М.;-;-;-;1993;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] О метании плоских пластин слоями конденсированных ВВ;-;ГЕ Кузьмин, ВИ Мали, ВВ Пай,;0;0;  горения и взрыва,  - Наука, Сибирское отд-ние;-;-;-;1973;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] О возможном возгорании выбрасываемых в зазор частиц металла при сварке титана взрывом;-;АА Бердыченко, ЛБ Первухин, АА Штерцер,;0;0; - Физика горения и взрыва, ;-;-;-;2003;-
28.08.2014;русский;[КНИГА][B] Теория сварочных процессов;http://books.google.com/books?hl=ru lr= id=KVUAAwAAQBAJ oi=fnd pg=PA2 dq=%D0%A1%D0%B2%D0%B0%D1%80%D0%BA%D0%B0+%D0%B2%D0%B7%D1%80%D1%8B%D0%B2%D0%BE%D0%BC ots=RnqC4yOUQ7 sig=e_-eZ1-4WYtbKMr5NO-129owSOo;ГЛ Петров,;0;0;books.google.com;-;-;-;1977;-
28.08.2014;русский;[ЦИТИРОВАНИЕ][C] Критические режимы при сварке взрывом;-;ИД Захаренко,;0;0;Физика горения и взрыва, ;-;-;-;1972;-
28.08.2014;русский;[PDF][PDF] Неустойчивость напряженной поверхности сильно вязкой жидкости;http://www.e-biblioteka.lt/resursai/Uzsienio%20leidiniai/ioffe/pztf/1999/22/pztf_t25v22_01.pdf;ДФ Белоножко, АИ Григорьев,;0;0;Письма в ЖТФ,  - e-biblioteka.lt;-;-;-;1999;-
